branch	language	segments_IPA	segments_source	source	comments	features	glottocode
Lezgic	Lezgian	h	h	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	ʜ	ʜ	[Кибрик, Кодзасов 1990: 341-342]	ʕ и ʜ --- редкие фонемы, обычно встречаются в заимствованиях по соседству с ä	fricative	lezg1247
Lezgic	Lezgian	j	j	[Кибрик, Кодзасов 1990: 341-342]	NA	approximant	lezg1247
Lezgic	Lezgian	kʰ	k	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	k'	k'	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	k	k̃	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	kʷ	k̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	l	l	[Кибрик, Кодзасов 1990: 341-342]	NA	approximant	lezg1247
Lezgic	Lezgian	m	m	[Кибрик, Кодзасов 1990: 341-342]	NA	nasal	lezg1247
Lezgic	Lezgian	n	n	[Кибрик, Кодзасов 1990: 341-342]	NA	nasal	lezg1247
Lezgic	Lezgian	pʰ	p	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	p'	p'	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	p	p̃	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	qʰ	q	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	lezg1247
Lezgic	Lezgian	q'	q'	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	lezg1247
Lezgic	Lezgian	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	q	q̃	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	plosive	lezg1247
Lezgic	Lezgian	qʷ	q̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	r	r	[Кибрик, Кодзасов 1990: 341-342]	NA	approximant	lezg1247
Lezgic	Lezgian	ʁ	ʀ	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	s	s	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	sʷ	s˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	ʃ	š	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	tʰ	t	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	t'	t'	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	t	t̃	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	tʰʷ	t̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	tsʰ	c	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	ts'	c'	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	affricate	lezg1247
Lezgic	Lezgian	ts	c̃	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	tsʷ	c̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	affricate	lezg1247
Lezgic	Lezgian	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	affricate	lezg1247
Lezgic	Lezgian	tʃʰ	č	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	tʃ'	č'	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	affricate	lezg1247
Lezgic	Lezgian	tʃ	c̃̌	[Кибрик, Кодзасов 1990: 341-342]	NA	affricate	lezg1247
Lezgic	Lezgian	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	affricate	lezg1247
Lezgic	Lezgian	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	plosive	lezg1247
Lezgic	Lezgian	x	x	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	xʷ	x˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	z	z	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	zʷ	z˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	ʒ	ž	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	ʒʷ	ž˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	ʔ	ʔ	[Кибрик, Кодзасов 1990: 341-342]	NA	plosive	lezg1247
Lezgic	Lezgian	ʢ	ʕ	[Кибрик, Кодзасов 1990: 341-342]	ʕ и ʜ --- редкие фонемы, обычно встречаются в заимствованиях по соседству с ä	fricative	lezg1247
Lezgic	Lezgian	β	w	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	χ	χ	[Кибрик, Кодзасов 1990: 341-342]	NA	fricative	lezg1247
Lezgic	Lezgian	χʷ	χ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	fricative	lezg1247
Lezgic	Lezgian	b	b	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	d	d	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	dʷ	d˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiced	lezg1247
Lezgic	Lezgian	ɡ	ɡ	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiced	lezg1247
Lezgic	Lezgian	h	h	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	ʜ	ʜ	[Кибрик, Кодзасов 1990: 341-342]	ʕ и ʜ --- редкие фонемы, обычно встречаются в заимствованиях по соседству с ä	voiceless	lezg1247
Lezgic	Lezgian	j	j	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	kʰ	k	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	k'	k'	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	k	k̃	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	kʷ	k̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	l	l	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	m	m	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	n	n	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	pʰ	p	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	p'	p'	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	p	p̃	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	qʰ	q	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	lezg1247
Lezgic	Lezgian	q'	q'	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	lezg1247
Lezgic	Lezgian	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	q	q̃	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	voiceless	lezg1247
Lezgic	Lezgian	qʷ	q̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	r	r	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	ʁ	ʀ	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiced	lezg1247
Lezgic	Lezgian	s	s	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	sʷ	s˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	ʃ	š	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tʰ	t	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	t'	t'	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	t	t̃	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	tʰʷ	t̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tsʰ	c	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	ts'	c'	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	ts	c̃	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	tsʷ	c̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tʃʰ	č	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	tʃ'	č'	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tʃ	c̃̌	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	x	x	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	xʷ	x˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	z	z	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	zʷ	z˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiced	lezg1247
Lezgic	Lezgian	ʒ	ž	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	ʒʷ	ž˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiced	lezg1247
Lezgic	Lezgian	β	w	[Кибрик, Кодзасов 1990: 341-342]	NA	voiced	lezg1247
Lezgic	Lezgian	χ	χ	[Кибрик, Кодзасов 1990: 341-342]	NA	voiceless	lezg1247
Lezgic	Lezgian	χʷ	χ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	voiceless	lezg1247
Lezgic	Lezgian	h	h	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	ʜ	ʜ	[Кибрик, Кодзасов 1990: 341-342]	ʕ и ʜ --- редкие фонемы, обычно встречаются в заимствованиях по соседству с ä	unaspirated	lezg1247
Lezgic	Lezgian	kʰ	k	[Кибрик, Кодзасов 1990: 341-342]	NA	aspirated	lezg1247
Lezgic	Lezgian	k'	k'	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	k	k̃	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	kʷ	k̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	pʰ	p	[Кибрик, Кодзасов 1990: 341-342]	NA	aspirated	lezg1247
Lezgic	Lezgian	p'	p'	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	p	p̃	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	qʰ	q	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	aspirated	lezg1247
Lezgic	Lezgian	q'	q'	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	unaspirated	lezg1247
Lezgic	Lezgian	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	q	q̃	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	unaspirated	lezg1247
Lezgic	Lezgian	qʷ	q̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	s	s	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	sʷ	s˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	ʃ	š	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	tʰ	t	[Кибрик, Кодзасов 1990: 341-342]	NA	aspirated	lezg1247
Lezgic	Lezgian	t'	t'	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	t	t̃	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	tʰʷ	t̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	tsʰ	c	[Кибрик, Кодзасов 1990: 341-342]	NA	aspirated	lezg1247
Lezgic	Lezgian	ts'	c'	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	ts	c̃	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	tsʷ	c̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	tʃʰ	č	[Кибрик, Кодзасов 1990: 341-342]	NA	aspirated	lezg1247
Lezgic	Lezgian	tʃ'	č'	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	tʃ	c̃̌	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	tʃʰʷ	č˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	tʰʷ	t˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	aspirated	lezg1247
Lezgic	Lezgian	x	x	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	xʷ	x˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	χ	χ	[Кибрик, Кодзасов 1990: 341-342]	NA	unaspirated	lezg1247
Lezgic	Lezgian	χʷ	χ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	unaspirated	lezg1247
Lezgic	Lezgian	k'	k'	[Кибрик, Кодзасов 1990: 341-342]	NA	ejective	lezg1247
Lezgic	Lezgian	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	ejective	lezg1247
Lezgic	Lezgian	p'	p'	[Кибрик, Кодзасов 1990: 341-342]	NA	ejective	lezg1247
Lezgic	Lezgian	q'	q'	[Кибрик, Кодзасов 1990: 341-342]	Авторы считают, что «различие взрывных и аффрикат не несет дистинктивной функции». Т. е. на основании источника не понятно с чем мы имеем дело, например, с q или с qχ. В случае сомнения мы выбирали взрывной вариант.	ejective	lezg1247
Lezgic	Lezgian	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	ejective	lezg1247
Lezgic	Lezgian	t'	t'	[Кибрик, Кодзасов 1990: 341-342]	NA	ejective	lezg1247
Lezgic	Lezgian	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	ejective	lezg1247
Lezgic	Lezgian	ts'	c'	[Кибрик, Кодзасов 1990: 341-342]	NA	ejective	lezg1247
Lezgic	Lezgian	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	ejective	lezg1247
Lezgic	Lezgian	tʃ'	č'	[Кибрик, Кодзасов 1990: 341-342]	NA	ejective	lezg1247
Lezgic	Lezgian	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	ejective	lezg1247
Lezgic	Lezgian	dʷ	d˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	ɡʷ	ɡ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	k'ʷ	k'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	kʷ	k̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	kʰʷ	k˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	q'ʷ	q'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	qʷ	q̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	qʰʷ	q˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	ʁʷ	ʀ˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	sʷ	s˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	ʃʷ	š˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	t'ʷ	t'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	tʰʷ	t̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	ts'ʷ	c'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	tsʷ	c̃˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	tsʰʷ	c˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
Lezgic	Lezgian	tʃ'ʷ	č'˳	[Кибрик, Кодзасов 1990: 341-342]	имеются исконные лабиализованные всех рядов, кроме губных и ларингалов	labialized	lezg1247
